"24108_tulip_i_scroll_name","Чертеж изобретения","Invention Sketch","Schéma de l'invention","Erfindungszeichnung","Esquema de inventos","Bozzetto di invenzione","発明品図面","发明设计图","발명 스케치","Desenho de Invenção","ภาพร่างสิ่งประดิษฐ์","İcat Çizimi","Sketsa Reka Cipta","Projekt wynalazku","發明草圖"
"24108_tulip_i_helmet_name","Драго-шлем","Drago-Helmet","Casque Dragon","Drachenhelm","Casco de dragón","Dragocasco","ドラゴーヘルメット","龙头盔","드라고 헬멧","Capacete de Dragão","หมวกกันน็อกดราโก้","Ejderhalı Kask","Helm Drago","Kask smok","龍頭盔"
"24108_tulip_i_memory_card_name","Помни-карта","'Member Card","Carte de mémoire","Erinnerkarte","Tarjeta de memoria","Memopietra","記録カード","记忆卡","기억 카드","Cartão de Memória","การ์ดความทรงจำ","Hatırlama Kartı","Kartu Pengingat","Karta-pamiętaj","記憶卡"
"24108_tulip_i_gae_token_name","Жетон-птичка","Birdie Token","Jeton oiseau","Vogelmarke","Ficha de ave","Gettone uccellino","鳥トークン","小鸟币","새 토큰","Token do Pássaro","โทเคนเจ้านกน้อย","Kuşçuk Jetonu","Token Burung","Żeton ptaszek","小鳥幣"
"24108_tulip_i_gae_token_hint","Ищи в Деревянных коробках и Каменных шкатулках","Search in Wooden and Stone Boxes","Cherche dans les boîtes en bois et les boîtes en pierre","Suche in Holz- und Steinschatullen danach","Búscala en las Cajas de madera y de piedra","Cercalo nelle scatole di legno e pietra","木製の箱と石の箱の中を探そう","在木盒和石盒中搜索","나무와 돌 상자에서 찾을 수 있어요","Procure em Caixas de Madeira e de Pedra","ค้นในกล่องไม้และกล่องหิน","Ahşap ve Taş Kutularda ara","Cari di Wadah Batu dan Kayu","Znajdziesz w drewnianych i kamiennych pudełkach","在木頭盒子和石頭盒子裡找找"
"24108_tulip_i_crystal_name","Искроцвет","Sparkstone","Étincellis","Funkelstein","Lumínica","Gocciadiluce","スパーク石","火花石","자금석","Pedra brilhante","อัญมณีรัตติกาล","Kıvılcım Taşı","Batu Percik","Lunaryt","火花石"
"24108_tulip_i_tulip_hint","Можно собрать с Переливчатого тюльпана и Клумбы с тюльпанами","Gathered from Iridescent Tulips and Tulip Beds","Se récolte sur les tulipes irisées et dans les plates-bandes de tulipes","Kann von Schillernden Tulpen und aus Tulpenbeeten gesammelt werden","Se obtienen de Tulipanes iridiscentes y Bancales de tulipanes","Coglilo dai tulipani iridescenti e dagli orticelli di tulipani","虹色のチューリップとチューリップ畑から入手","从虹彩郁金香和郁金香园圃收集","무지갯빛 튤립과 튤립 밭에서 수집할 수 있어요","Obtida das Tulipas Iridescentes e Canteiros de Tulipas","เก็บได้จากดอกทิวลิปสีรุ้งและแปลงดอกทิวลิป","Sedefli Lale ve Lale Tarhlarından toplanır","Dikumpulkan dari beberapa Tulip Ragamwarna dan Bedeng Tulip","Zbierzesz z opalizujących tulipanów i grządek z tulipanami","從虹彩鬱金香和鬱金香花圃收集"
"24108_tulip_i_cheese_hint","Можно собрать из Головок сыра и на Сырном столе","Gathered from Wheels of Cheese or the Cheese Table","S'obtient sur les meules de fromage ou sur la table de fromages","Kann von Käserädern oder vom Käsetisch erhalten werden","Se obtiene de las Ruedas de queso y la Mesa de quesos","Raccoglilo dalle forme di formaggio o dal tavolo con formaggi","丸チーズまたはチーズテーブルから入手","从奶酪轮或奶酪桌收集","치즈 바퀴 또는 치즈 테이블에서 수집할 수 있어요","Obtido das Rodas de Queijo ou da Mesa de Queijos","เก็บได้จากก้อนชีสหรือโต๊ะชีส","Peynir Tekerleklerinden veya Peynir Masasından toplanır","Dikumpulkan dari beberapa Keju Roda atau Meja Keju","Zbierzesz z kół sera lub stolika z serami","從起司輪或起司桌收集"
"24108_tulip_i_shoes_hint","Можно найти на земле и на Подставках для башмаков","Found on the ground or on Shoe Stands","Se trouvent par terre ou sur des supports à chaussures","Können auf dem Boden oder auf Schuhständern gefunden werden","Se obtienen de la tierra y los Zapateros","Si trovano per terra o sui posascarpe","地面または靴置き台から入手","可在地上或鞋架上找到","지면 또는 신발 선반에서 찾을 수 있어요","Encontrados no chão ou nos Suportes de Sapatos","พบได้บนพื้นหรือแท่นวางรองเท้า","Yerde veya Ayakkabı Stantlarında bulunur","Ditemukan di tanah atau di Alas Sepatu","Znajdziesz na ziemi lub stojakach na chodaki","可在地上或鞋架上找到"
"24108_tulip_i_palette_hint","Можно найти в Бочках с краской","Found in Barrels of Paint","Se trouve dans les tonneaux de peinture","Kann in Fässern mit Farbe gefunden werden","Se obtiene de los Barriles de pintura","Si trova nei barili di vernice","塗料の樽から入手","可在颜料桶中找到","물감 나무통에서 찾을 수 있어요","Encontrado em Barris de Tinta","พบได้ในถังสี","Boya Fıçısında bulunur","Ditemukan di Tong Cat","Znajdziesz w beczkach z farbą","可在顏料桶中找到"
"24108_tulip_i_wreath_hint","Можно сделать в Праздничной мастерской","Made at the Party Workshop","Se fabrique dans l'atelier de fête","Können in der Festwerkstatt zubereitet werden","Se preparan en el Taller de fiesta","Preparali alla bottega dei party","パーティー作業場で作成","可在派对工坊制作","파티 공방에서 만들 수 있어요","Feita na Oficina de Festa","สร้างได้ที่โรงงานปาร์ตี้","Parti Atölyesinde yapılır","Dibuat di Bengkel Pesta","Wykonasz w warsztacie imprezowym","在派對工坊製作"
"24108_tulip_i_bailer_hint","Можно сделать в Праздничной мастерской","Made at the Party Workshop","Se fabrique dans l'atelier de fête","Können in der Festwerkstatt zubereitet werden","Se preparan en el Taller de fiesta","Preparali alla bottega dei party","パーティー作業場で作成","可在派对工坊制作","파티 공방에서 만들 수 있어요","Feita na Oficina de Festa","สร้างได้ที่โรงงานปาร์ตี้","Parti Atölyesinde yapılır","Dibuat di Bengkel Pesta","Wykonasz w warsztacie imprezowym","在派對工坊製作"
"24108_tulip_i_liquorice_hint","Можно найти на земле","Found on the ground","Peut être trouvé par terre","Kann auf dem Boden gefunden werden","Se puede encontrar en la tierra","Si trova sul terreno","地面から入手可能","可在地上找到","지면에서 찾을 수 있습니다","Encontrada no chão","พบได้บนพื้น","Yerde bulunur","Ditemukan di tanah","Znajdziesz na ziemi","可在地上找到"
"24108_tulip_i_solar_energy_hint","Можно найти в Солнечных осколках","Found in Sun Shards","Se trouve dans les éclats de soleil","Kann in Sonnenscherben gefunden werden","Se obtiene de los Fragmentos de sol","Si trova nei frammenti di sole","太陽の破片から入手","可在太阳碎片中找到","태양 조각에서 찾을 수 있어요","Encontrada nos Fragmentos de Sol","พบได้ในผลึกดวงตะวัน","Güneş Parçalarında bulunur","Ditemukan di Kepingan Surya","Znajdziesz w słonecznych fragmentach","可在太陽碎片中找到"
"24108_tulip_i_battery_hint","Можно найти в Заряжай-коробках","Found in Charge Boxes","Se trouve dans les boîtes de charge","Kann in Ladekisten gefunden werden","Se obtiene de las Cajas de carga","Si trova nelle scatole con carica","チャージ箱から入手","可在电箱中找到","충전 상자에서 찾을 수 있어요","Encontrada nas Caixas de Carga","พบได้ในกล่องชาร์จ","Şarj Kutularında bulunur","Ditemukan di beberapa Kotak Cas","Znajdziesz w pudełkach ładujących","可在能量箱中找到"
"24108_tulip_i_scroll_hint","Можно найти в Тележках со свитками","Found in Scroll Carts","Se trouve dans les chariots de parchemins","Suche in Schriftrollenwagen danach","Se obtiene de los Carros de pergaminos","Si trova nei carrelli di pergamene","巻物カートから入手","可在卷轴车中找到","두루마리 수레에서 찾을 수 있어요","Encontrado em Carrinhos de Pergaminhos","พบได้ในรถเข็นม้วนคัมภีร์","Parşömen Arabalarında bulunur","Ditemukan di Gerobak Gulungan","Znajdziesz w wagonikach ze zwojami","可在卷軸推車裡找到"
"24108_tulip_i_helmet_hint","Можно сделать в Жаркой плавильне","Crafted at the Foundry","Se fabrique à la fonderie","Kann in der Schmelzerei hergestellt werden","Se fabrica en el Horno de fundición","Costruiscilo alla fonderia","鋳物場で作成","在铸造厂制作","주조소에서 제작할 수 있어요","Feito na Fundição","สร้างได้ที่โรงหล่อ","Dökümevinde yapılır","Dibuat di Pengecoran","Wykonasz w piecu","在鑄造廠製作"
"24108_tulip_i_memory_card_hint","Можно сделать в Мастерской изобретателя","Crafted at the Inventor's Workshop","Se fabrique dans l'atelier de l'inventeur","Kann in der Erfinderwerkstatt angefertigt werden","Se fabrica en el Taller del inventor","Si confeziona alla bottega dell'inventore","発明家の作業場で作成","在发明家工坊制作","발명가의 공방에서 제작할 수 있어요","Feito na Oficina do Inventor","สร้างได้ที่โรงงานนักประดิษฐ์","Mucidin Atölyesinde yapılır","Dibuat di Bengkel Inventor","Wykonasz w warsztacie wynalazcy","在發明家工坊製作"
"24108_tulip_i_crystal_hint","Можно добыть из залежей Искроцвета","Gathered from Sparkstone deposits","Peut être extrait des Dépôts d'étincellis","Kann von Funkelstein-
ablagerungen erhalten werden","Se obtiene del depósito de Lumínica","Si raccoglie dai depositi di gocciadiluce","スパーク石の鉱床から入手","可以从火花石矿床收集","자금석 퇴적암에서 채집했어요","Obtido nos depósitos de Pedra Brilhante","เก็บได้จากแหล่งแร่
อัญมณีรัตติกาล","Kıvılcım taşı yataklarından toplanır","Dikumpulkan dari endapan Batu Percik","Zbierzesz ze złóż lunarytów","從火花石礦床收集"
"24116_toy_town_i_fabric_name","Клетчатая ткань","Checkered Fabric","Tissu à carreaux","Karierter Stoff","Tela a cuadros","Stoffa a quadretti","チェック柄の布","格子布","체크무늬 천","Tecido Xadrez","ผ้าลายตาราง","Kareli Kumaş","Kain Kotak-kotak","Tkanina w kratkę","格紋布"
"24116_toy_town_i_sugar_name","Сахар","Sugar","Sucre","Zucker","Azúcar","Zucchero","砂糖","糖","설탕","Açúcar","น้ำตาล","Şeker","Gula","Cukier","糖"
"24116_toy_town_i_bear_costume_name","Нарядный мишка","Fancy Bear","Ours pimpant","Schicker Bär","Osito elegante","Orsacchiotto stiloso","おしゃれベア","漂亮小熊","멋쟁이 곰","Ursinho Chique","หมีแฟนซี","Şık Ayı","Beruang Cantik","Wyszukany miś","漂亮小熊"
"24116_toy_town_i_event_ticket_name","Билет на ивент","Event Ticket","Billet pour l'événement","Veranstaltungskarte","Entrada al evento","Biglietto evento","イベントチケット","活动券","이벤트 표","Ingresso do Evento","ตั๋วกิจกรรม","Etkinlik Bileti","Tiket Ajang","Bilet na wydarzenie","活動券"
"24116_toy_town_i_cacao_name","Шоколадные бобы","Chocolate Beans","Fèves de cacao","Schokoladen-
bohnen","Granos de chocolate","Fave di cacao","チョコレート豆","巧克力豆","초콜릿 콩","Grãos de Chocolate","ถั่วช็อกโกแลต","Çikolata Çekirdekleri","Biji Cokelat","Ziarna czekolady","可可豆"
"24116_toy_town_i_chocolate_name","Шоколад","Chocolate","Chocolat","Schokolade","Chocolate","Cioccolato","チョコレート","巧克力","초콜릿","Chocolate","ช็อกโกแลต","Çikolata","Cokelat","Czekolada","巧克力"
"24116_toy_town_i_cotton_candy_name","Сладкая вата","Cotton Candy","Barbe à papa","Zuckerwatte","Algodón de azúcar","Zucchero filato","綿あめ","棉花糖","솜사탕","Algodão-doce","ขนมสายไหม","Pamuk Şeker","Permen Kapas","Wata cukrowa","棉花糖"
"24116_toy_town_i_cotton_candy_magic_name","Радужная вата","Rainbow Cotton Candy","Barbe à papa arc-en-ciel","Regenbogenwatte","Algodón de azúcar de arcoíris","Zucchero arcobalenato","虹の綿あめ","彩虹棉花糖","무지개 솜사탕","Algodão-doce Arco-íris","ขนมสายไหมสีรุ้ง","Gökkuşaklı Pamuk Şeker","Permen Kapas Pelangi","Tęczowa wata cukrowa","彩虹棉花糖"
"24116_toy_town_i_lollipops_name","Леденцы","Hard Candies","Bonbons","Bonbons","Caramelos","Caramelle dure","硬キャンディー","硬糖","딱딱한 사탕","Balas Duras","ลูกกวาดแข็งโป๊ก","Akide Şekerleri","Permen Keras","Cukierki","硬糖果"
"24116_toy_town_i_rainbow_name","Кусочек радуги","Rainbow Piece","Bout d'arc-en-ciel","Regenbogenstück","Trozo de arcoíris","Pezzo di arcobaleno","虹のかけら","彩虹碎片","무지개 조각","Pedaço de Arco-íris","ชิ้นส่วนสายรุ้ง","Gökkuşağı Parçası","Kepingan Pelangi","Kawałek tęczy","彩虹碎片"
"24116_toy_town_i_crystal_name","Хрусталь","Crystal","Cristal","Kristall","Cristal","Cristallo","クリスタル","水晶","크리스탈","Cristal","คริสตัล","Kristal","Kristal","Kryształ","水晶"
"24116_toy_town_i_unicorn_toy_name","Игрушечный единорог","Toy Unicorn","Jouet Licorne","Spielzeugeinhorn","Unicornio de juguete","Unicorno giocattolo","おもちゃのユニコーン","玩具独角兽","장난감 유니콘","Unicórnio de Brinquedo","ยูนิคอร์นของเล่น","Oyuncak Tek Boynuzlu At","Unicorn Mainan","Zabawkowy jednorożec","玩具獨角獸"
"24116_toy_town_i_bear_hint","Есть в Коробках с игрушками","Found in Boxes of Toys","À trouver dans les boîtes de jouets","Suche in Spielzeugkisten danach","Se obtiene de las Cajas de juguetes","Si trova nelle scatole di giocattoli","おもちゃ箱から入手可能","可在玩具盒中找到","장난감 상자에서 찾을 수 있어요","Encontrado em Caixas de Brinquedos","พบได้ในกล่องของเล่น","Oyuncak Kutularında bulunur","Ditemukan di dalam Kotak Mainan","Znajdziesz w pudełkach z zabawkami","可在玩具盒中找到"
"24116_toy_town_i_fabric_hint","Ищи в Корзинах","Found in Baskets","À trouver dans les paniers","Kann in Körben gefunden werden","Se obtiene de las Cestas","Si trova nei cesti","バスケットから入手","可在篮子中找到","실 바구니에서 찾을 수 있어요","Encontrado nas Cestas","พบได้ในตะกร้า","Sepetlerde bulunur","Ditemukan di Keranjang","Znajdziesz w koszykach","可在籃子中找到"
"24116_toy_town_i_sugar_hint","Ищи в Сахарных горах","Found in Sugar Piles","À trouver dans les tas de sucre","Kann in Zuckerbergen gefunden werden","Se obtiene de las Montañas de azúcar","Si trova nei cumuli di zucchero","砂糖の山から入手","可在糖堆中找到","설탕 더미에서 찾을 수 있어요","Encontrado nas Pilhas de Açúcar","พบได้ในกองน้ำตาล","Şeker Yığınlarında bulunur","Ditemukan di Timbunan Gula","Znajdziesz w górkach cukru","可在糖堆中找到"
"24116_toy_town_i_bear_costume_hint","Делай в Мастерской на колесах","Made at the Workshop on Wheels","À fabriquer dans l'atelier sur roues","Kann in der Werkstatt auf Rädern erschaffen werden","Se fabrica en el Taller sobre ruedas","Costruiscilo alla bottega su ruote","移動作業場で作成","在轮上工坊制作","바퀴 달린 공방에서 제작할 수 있어요","Feita na Oficina sobre Rodas","สร้างได้ที่โรงงานติดล้อ","Tekerli Atölyede yapılır","Dibuat di Bengkel Beroda","Wykonasz w warsztacie na kółkach","在移動輪子工坊製作"
"24116_toy_town_i_cacao_hint","Собирай с Кустов какао","Gathered from Cacao Bushes","Se récoltent sur les cacaoyers","Kann von Kakaobüschen geerntet werden","Se obtienen de los Arbustos de cacao","Si raccoglie dai cespugli di cacao","カカオの茂みから入手","从可可灌木收集","카카오 덤불에서 채집할 수 있어요","Colhido nos Arbustos de Cacau","เก็บได้จากพุ่มโกโก้","Kakao Çalılarından toplanır","Dikumpulkan dari Semak Kakao","Zbierzesz z krzewów kakao","從可可樹叢中收集"
"24116_toy_town_i_chocolate_hint","Делай в Мастерской на колесах","Made at the Workshop on Wheels","À fabriquer dans l'atelier sur roues","Kann in der Werkstatt auf Rädern erschaffen werden","Se prepara en el Taller sobre ruedas","Preparalo alla bottega su ruote","移動作業場で作成","在轮上工坊制作","바퀴 달린 공방에서 제작할 수 있어요","Feito na Oficina sobre Rodas","สร้างได้ที่โรงงานติดล้อ","Tekerli Atölyede yapılır","Dibuat di Bengkel Beroda","Wykonasz w warsztacie na kółkach","在移動輪子工坊製作"
"24116_toy_town_i_cotton_candy_hint","Растет на Сахарных кустах","Grows on Cotton Candy Bushes","Pousse sur les arbustes de barbe à papa","Wächst an Zuckerwattebüschen","Se obtiene de los Arbustos de azúcar","Cresce sui cespugli di zucchero filato","綿あめの茂みに育つ","在棉花糖灌木上生长","솜사탕 덤불에서 자라요","Cresce nos Arbustos de Algodão-doce","ปลูกบนพุ่มขนมสายไหม","Pamuk Şeker Çalılarında yetişir","Tumbuh di Semak Permen Kapas","Rośnie na krzewach z watą cukrową","在棉花糖樹叢中生長"
"24116_toy_town_i_cotton_candy_magic_hint","Делай в Чудо-мельнице","Made at the Wonder Windmill","À fabriquer dans le Moulin merveilleux","Kann in der Wundermühle angefertigt werden","Se fabrica en el Molino mágico","Preparalo al Mulino delle meraviglie","奇跡の風車で作成","在神奇磨坊制作","이상한 풍차에서 만들 수 있어요","Feito no Moinho Maravilhoso","สร้างได้ที่กังหันลม
มหัศจรรย์","Mucize Yel Değirmeninde yapılır","Dibuat di Kincir Angin Ajaib","Wykonasz w cudownym wiatraku","在神奇風車磨坊製作"
"24116_toy_town_i_lollipops_hint","Ищи в Банках с леденцами","Found in Candy Jars","À trouver dans les bocaux de bonbons","Können in Süßigkeitengläsern gefunden werden","Se obtienen de los Botes de caramelos","Si trovano nei barattoli di dolciumi","キャンディー瓶から入手","可在糖果罐中找到","사탕 단지에서 찾을 수 있습니다","Encontrados nos Potes de Doce","พบในโหลลูกกวาด","Şekerleme Kavanozlarında bulunur","Ditemukan di Stoples Permen","Znajdziesz w słoikach z cukierkami","在糖果罐中找到"
"24116_toy_town_i_rainbow_hint","Есть в Радужных котелках","Found in Rainbow Pots","À trouver dans les pots arc-en-ciel","Kann in Regenbogentöpfen gefunden werden","Se obtiene de los Calderos con arcoíris","Si trova nelle pentole dell'arcobaleno","虹の鍋から入手","可以从彩虹煮锅中找到","무지개 단지에서 찾을 수 있습니다","Encontrado em Potes de Arco-íris","พบได้ในหม้อสายรุ้ง","Gökkuşağı Çömleklerinde bulunur","Ditemukan di Kuali Pelangi","Znajdziesz na garnuszkach z tęczą","在彩虹盆中找到"
"24116_toy_town_i_crystal_hint","Найдется в Залежах хрусталя","Found in Crystal Deposits","À trouver dans les dépôts de cristal","Kann in Kristallablagerungen gefunden werden","Se puede encontrar en los Depósitos de cristales","Si trova nei giacimenti di cristallo","クリスタル鉱床から入手可能","可在水晶矿床中找到","크리스탈 매장층에서 찾을 수 있어요","Encontrado em Depósitos de Cristal","พบได้ในแหล่งแร่คริสตัล","Kristal Yataklarında bulunur","Ditemukan di Endapan Kristal","Znajdziesz w złożach kryształów","可在水晶礦床中找到"
"24116_toy_town_i_unicorn_toy_hint","Создавай в Плюшевой мастерской","Crafted at the Stuffed Animal Workshop","À fabriquer dans l'Atelier de peluches","Kann in der Stofftierwerkstatt erschaffen werden","Se fabrica en el Taller de peluches","Confezionalo alla bottega di peluche","ぬいぐるみ作業場で作成","在动物毛绒玩具工坊制造","동물 인형 공방에서 제작할 수 있어요","Feito na Oficina de Bichinhos de Pelúcia","สร้างได้ที่โรงงานตุ๊กตาสัตว์","Peluş Hayvan Atölyesinde yapılır","Dibuat di Bengkel Boneka Satwa","Wykonasz w warsztacie pluszowych zabawek","在動物毛絨娃娃工坊製造"
